model	Kest	Sensitivity	Precision	F1	rmse_sig	rmse_theta	rmse_Betas	rmse_lambda	rmse_counts	time	iter	effectiveBetas	effectiveSigs	effectiveTheta	effectiveMu	effectiveSigma2	effectiveLogPost	effectiveLogLik	effectiveLogPrior	Simulation	Scenario	n
map_TrueCovs500	8	1	1	1	0.00167491606442544	21.4529037178007	0.041665129431078	0.0232179050525056	0.0571032899125227	3.85169440110524	540	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_B_corr	87731
mcmc_TrueCovs500	8	1	1	1	0.00293941510973923	26.6014894908295	0.0423044585459766	0.0232000236274456	0.0570861464412114	7.65938980579376	NA	229.660818219192	386.046800330095	599.087712236736	1276.25650050209	1355.57455916345	168.844591488983	150	150	Simulation_14	Scenario_B_corr	87731
map_TrueCovs	8	1	1	1	0.00132026035442109	20.4089573344525	0.0101879626403423	0.00215042151441039	0.0508110555496338	3.0588184873263	200	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_B_corr	81487
CompNMFBase	8	1	1	1	0.00264002775198334	34.5553388123759	0.409578195282875	0.0692278967244863	0.0858694810230107	0.0174138148625692	4222	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_B_corr	81487
map_CopyOnly	8	1	1	1	0.00265573035777541	34.6305755619342	0.409578195282875	0.0692281380554336	0.0858579737718321	1.81611774365107	400	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_B_corr	81487
map_Full	8	1	1	1	0.00131526263521188	20.3637365113438	0.0631034269555711	0.00281555011498798	0.0508321300048499	3.23923567136129	190	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_B_corr	81487
mcmc_Full	8	1	1	1	0.00190434307432176	23.881502106362	0.0625937283269867	0.00252530774389129	0.0508153892284977	18.4229013085365	NA	238.146980088842	432.731398613248	610.840114717744	1500	1319.72569736691	150	150	150	Simulation_15	Scenario_B_corr	81487
SignatureAnalyzer	8	1	1	1	0.00209241620461277	34.6662478954217	0.409578195282875	0.0692278360073279	0.0858694353753992	0.276568865776062	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_B_corr	81487
map_TrueCovs200	8	1	1	1	0.00132552972616523	20.4329610362741	0.0622832198584611	0.00830044068473519	0.0513737674217137	1.81532556215922	190	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_B_corr	81487
mcmc_TrueCovs200	8	1	1	1	0.00195655900818872	24.2262764411617	0.0611439365652469	0.00819064531361418	0.0513551326807551	12.9246748010317	NA	262.5140093097	429.47868045416	591.932490126746	1413.27968434686	1364.46833935755	150	191.747529745106	150	Simulation_15	Scenario_B_corr	81487
map_TrueCovs500	8	1	1	1	0.00132868511978855	20.4300360468086	0.0627398204528539	0.0138900116872128	0.0524522555986389	1.56152181228002	180	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_B_corr	81487
mcmc_TrueCovs500	8	1	1	1	0.00192609075684852	24.2487421978765	0.0625001526812866	0.0138292187709694	0.0524328467465839	7.89432119925817	NA	245.891908357129	432.023911851301	605.869435273211	1439.90725220674	1372.21598693687	171.257226382788	150	118.098651240854	Simulation_15	Scenario_B_corr	81487
map_TrueCovs	8	1	1	1	0.00185471982954454	18.37210479289	0.00885620525095114	0.00224275032725652	0.048771518612756	4.94824216365814	350	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_B_corr	77572
CompNMFBase	8	1	1	1	0.00311360752444804	34.8952379824222	0.351105707039736	0.0739297177995154	0.0880591008716638	0.0118602871894836	3979	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_B_corr	77572
map_CopyOnly	8	1	1	1	0.00338934805704645	39.8779722038426	0.351105707039736	0.0733578590018095	0.0876077866377494	2.09020240306854	610	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_B_corr	77572
map_Full	8	1	1	1	0.00185675415500514	18.3726667927989	0.0525533926923694	0.00274507684779205	0.048777738550977	5.85269090334574	350	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_B_corr	77572
mcmc_Full	8	1	1	1	0.00262280202370273	23.0425711272936	0.051617098446779	0.00259213112335102	0.0487628072569475	16.9138494729996	NA	214.947563174316	385.856991827125	606.86036433437	1376.02666739496	1444.02513506178	188.012571186845	95.5806020174323	150	Simulation_16	Scenario_B_corr	77572
SignatureAnalyzer	8	1	1	1	0.00297583026937684	49.9875721220741	0.351105707039736	0.0739296163684451	0.0880590338089067	0.340837013721466	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_B_corr	77572
map_TrueCovs200	8	1	1	1	0.00187101230243026	18.3824027905072	0.0537473547900627	0.00929954255920274	0.0498218013299739	3.36185863812764	340	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_B_corr	77572
mcmc_TrueCovs200	8	1	1	1	0.00263807197962719	23.5126991074106	0.0532016466190024	0.00925098901040127	0.0498135686958798	11.6901357372602	NA	226.032116567157	386.420257788405	596.024370111875	1354.37819203313	1458.13049516466	150	150	150	Simulation_16	Scenario_B_corr	77572
map_TrueCovs500	8	1	1	1	0.00186167204263362	18.349656250807	0.055075003484113	0.0158648879104623	0.0512251729745641	2.15155965487162	350	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_B_corr	77572
mcmc_TrueCovs500	8	1	1	1	0.00266086673047594	23.1215913041387	0.0535263698244236	0.0158339755649654	0.0512135830076978	7.69248137871424	NA	235.855047072157	383.265564589602	605.175589742297	1385.81363715005	1417.17297006382	109.335536828485	150	150	Simulation_16	Scenario_B_corr	77572
map_TrueCovs	8	1	1	1	0.00151156015541847	20.3896664718242	0.0232907749926152	0.00243947657005929	0.0569247845985446	3.74736693700155	230	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_B_corr	104992
CompNMFBase	8	1	1	1	0.00289466224099443	41.7793668554428	0.346872708782725	0.140151139969968	0.151362739379825	0.0278027057647705	9035	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_B_corr	104992
map_CopyOnly	8	1	1	1	0.00288414530747526	42.2132496864336	0.346872708782725	0.139434275040933	0.150682157213369	1.96891963084539	400	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_B_corr	104992
map_Full	8	1	1	1	0.00151602253446961	20.430415136386	0.0645215787850342	0.00331807966121685	0.0568802087517535	4.11724143822988	230	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_B_corr	104992
mcmc_Full	8	1	1	1	0.00266250534749634	23.749485665119	0.0622119786908259	0.00323948786181457	0.0568754686160365	18.8119359493256	NA	237.635504653857	411.849952311559	652.981037228772	1389.46354489306	1435.89015873325	150	150	150	Simulation_17	Scenario_B_corr	104992
SignatureAnalyzer	8	1	1	1	0.00264329756713334	42.001834609491	0.346872708782725	0.140151119238986	0.151362708788945	0.269798489411672	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_B_corr	104992
map_TrueCovs200	8	1	1	1	0.00152006122170472	20.4438108034553	0.0647434811712724	0.0175650630393506	0.0598679114220525	2.06183986266454	230	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_B_corr	104992
mcmc_TrueCovs200	8	1	1	1	0.00267647672570114	23.7704783484594	0.0647995326590949	0.0175518164451529	0.0598651283315138	9.53593478600184	NA	253.510772749836	413.379966825009	659.122853165813	1343.77634589093	1397.91850495993	150	99.0923780372321	150	Simulation_17	Scenario_B_corr	104992
map_TrueCovs500	8	1	1	1	0.001524471706843	20.4033236667431	0.0650531918012642	0.0320259365827927	0.0655449976676319	1.23144878149033	230	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_B_corr	104992
mcmc_TrueCovs500	8	1	1	1	0.00263861702524236	23.6958238234096	0.064672791615418	0.0320150889770338	0.0655418280758264	8.00604511896769	NA	249.678466872857	407.911590798039	651.740362958383	1456.61857367453	1408.00311526186	266.967284385687	150	150	Simulation_17	Scenario_B_corr	104992
map_TrueCovs	8	1	1	1	0.00120440088649815	21.420786831947	0.0135655424629006	0.00381103171552996	0.0689058505912951	18.8780155301094	800	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_B_corr	154427
CompNMFBase	8	0.875	0.875	0.875	0.00305500108295445	52.5887000369383	0.446573896184287	0.384715941839903	0.388851988659823	0.00654569466908773	2417	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_B_corr	154427
map_CopyOnly	8	0.875	0.875	0.875	0.00302717405124123	52.2485276245366	0.446573896184287	0.386391179287409	0.390535116361668	7.34364643494288	1090	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_B_corr	154427
map_Full	8	1	1	1	0.00120620331385104	21.4303742236399	0.0493991643147781	0.00485971619818014	0.0688870711078432	10.728297261397	750	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_B_corr	154427
mcmc_Full	8	1	1	1	0.00152365195211483	24.7299824422153	0.0499145462068249	0.00453524010531529	0.0689134961784315	12.5249452233315	NA	299.686635419558	422.317997645436	764.019272011608	1503.58010745558	1429.89800102578	115.92305872583	150	150	Simulation_18	Scenario_B_corr	154427
SignatureAnalyzer	8	0.875	0.875	0.875	0.00300491640072755	50.8408107738032	0.446573896184287	0.384715928656312	0.388851981083816	0.105327014128367	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_B_corr	154427
map_TrueCovs200	8	1	1	1	0.00120334243842806	21.4061953585338	0.0500726852351608	0.0594432214780218	0.0885791983053293	4.69433685143789	750	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_B_corr	154427
mcmc_TrueCovs200	8	1	1	1	0.00152824457109578	24.930513490077	0.0510713009638993	0.0594192173601346	0.0885948898681314	4.55314628680547	NA	300.114926594415	421.291710593979	772.303145738279	1446.0578177144	1385.57624310638	150	150	292.888448592041	Simulation_18	Scenario_B_corr	154427
map_TrueCovs500	8	1	1	1	0.0012006151994078	21.4958222800471	0.0505947315111945	0.107213090607803	0.127072471429543	2.89281984965007	750	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_B_corr	154427
mcmc_TrueCovs500	8	1	1	1	0.00151077002737009	24.6867389427743	0.0521327966242728	0.107188360363148	0.127070871109755	3.93259141047796	NA	314.314126491512	415.539253486733	759.509025166429	1395.90261936545	1481.47575778181	150	116.216889441978	150	Simulation_18	Scenario_B_corr	154427
map_TrueCovs	9	1	1	1	0.0117224432554656	139.988495070074	0.118757935873365	0.00155696861260874	0.05284377652014	10.1772124330203	650	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_B_corr	87099
CompNMFBase	8	1	1	1	0.00326164790155317	39.1210031393141	0.363199981085134	0.0700491885194319	0.0883046815503514	0.0133261601130168	4590	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_B_corr	87099
map_CopyOnly	8	1	1	1	0.00370488176821045	43.2359191209392	0.363199981085134	0.0704154226721036	0.0886143089299076	1.50642004410426	380	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_B_corr	87099
map_Full	8	1	1	1	0.00146747552988757	18.7662352881728	0.0333022271304784	0.00197305351735102	0.0528387396201814	4.9933718919754	360	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_B_corr	87099
mcmc_Full	8	1	1	1	0.00239431808382246	24.1690679173581	0.0341548437938596	0.00207461237151368	0.0528263906340369	14.2115128318469	NA	251.218876803257	383.353500552194	664.44125444187	1395.65527024954	1366.2265543999	150	219.032713044073	269.675589329022	Simulation_19	Scenario_B_corr	87099
SignatureAnalyzer	8	1	1	1	0.00280756392213802	35.2119585686435	0.363199981085134	0.0700491554870803	0.0883046313069353	0.172008391221364	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_B_corr	87099
map_TrueCovs200	8	1	1	1	0.00147582409145082	18.889575781959	0.0332173517517319	0.00743544045126934	0.0534391160978735	1.74627759853999	320	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_B_corr	87099
mcmc_TrueCovs200	8	1	1	1	0.00239142386345225	24.2772427348309	0.0337438787837111	0.00745990672657634	0.0534277301357951	7.94645733833313	NA	267.002548111523	378.446718821413	667.360398814685	1456.58236682311	1403.59245099103	150	164.715374192839	150	Simulation_19	Scenario_B_corr	87099
map_TrueCovs500	8	1	1	1	0.00148482165169213	18.9974807972179	0.0324983839506899	0.0131626564616479	0.0545137985058691	1.93877326250076	340	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_B_corr	87099
mcmc_TrueCovs500	8	1	1	1	0.00242767201058771	24.7502976321478	0.0331533663799518	0.0131812359989449	0.0545026255190864	6.18278453350067	NA	237.742557773581	379.670729563075	659.227482339048	1472.8346884673	1386.27989859494	150	111.110617802061	150	Simulation_19	Scenario_B_corr	87099
map_TrueCovs	8	1	1	1	0.00138947785553117	16.8390556980896	0.0115724240531174	0.00213611606488078	0.0473656769602935	3.63079687356949	280	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_B_corr	73312
CompNMFBase	8	1	1	1	0.00417445404620286	40.6833377621721	0.332219496727253	0.0479002709291816	0.0671935776130983	0.010178554058075	3267	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_B_corr	73312
map_CopyOnly	8	1	1	1	0.00461311510507577	52.4686196623794	0.332219496727253	0.0475957194605614	0.0669607917522717	1.49544278383255	390	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_B_corr	73312
map_Full	8	1	1	1	0.00139950860143991	16.8961775328487	0.0478962124144103	0.00275803382642808	0.0473518720027287	3.9797287662824	270	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_B_corr	73312
mcmc_Full	8	1	1	1	0.00249095836495141	20.5964059775093	0.0489193112919672	0.00269924477175362	0.0473459822876249	15.2449175914129	NA	249.237139819447	421.403401169897	666.054733719363	1475.29530965463	1385.92962832872	210.076389139561	150	208.170390811514	Simulation_20	Scenario_B_corr	73312
SignatureAnalyzer	8	1	1	1	0.00353662436542831	48.6540605675278	0.332219496727253	0.0479001118346135	0.0671935029886821	0.332770109176636	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_B_corr	73312
map_TrueCovs200	8	1	1	1	0.00139763592857762	16.8798687351663	0.0480323924450536	0.00611427644607591	0.047720504903104	1.52873710393906	270	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_B_corr	73312
mcmc_TrueCovs200	8	1	1	1	0.00246805713695812	20.5850437784362	0.0485098341828725	0.00605991465949107	0.0477129452538351	9.05055992205938	NA	247.768760379544	418.972810044393	650.507544802532	1422.24823424	1473.20088274862	114.338212972791	90.1509020755082	150	Simulation_20	Scenario_B_corr	73312
map_TrueCovs500	8	1	1	1	0.00142451160596861	17.0510178882265	0.0481788273844385	0.0101606129899171	0.0484677911398931	1.70596159696579	270	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_B_corr	73312
mcmc_TrueCovs500	8	1	1	1	0.00254530626678363	21.1712490507949	0.0488244561767226	0.0101269160350178	0.0484635769742032	6.95870344638824	NA	244.302999017508	418.595189861904	657.081410699219	1503.14342734659	1301.4701810044	128.013328583208	150	150	Simulation_20	Scenario_B_corr	73312
