model	Kest	Sensitivity	Precision	F1	rmse_sig	rmse_theta	rmse_Betas	rmse_lambda	rmse_counts	time	iter	effectiveBetas	effectiveSigs	effectiveTheta	effectiveMu	effectiveSigma2	effectiveLogPost	effectiveLogLik	effectiveLogPrior	Simulation	Scenario	n
map_CopyOnly	8	0.875	0.875	0.875	0.00352319520576697	55.4615567915333	0.377171420756636	0.214265087771658	0.222654568082499	3.75968304872513	780	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_12	Scenario_A_indep	122674
map_Full	8	1	1	1	0.00133129554830658	25.7535448006567	0.01305916912302	0.00299452312968211	0.0610352365521498	11.8468824982643	710	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_12	Scenario_A_indep	122674
mcmc_Full	8	1	1	1	0.00186323279891481	32.6216544761293	0.016023460865106	0.00272976027197002	0.0610303618350627	21.282203400135	NA	247.251530684146	341.342692097378	638.199178995747	1287.31567076166	1509.67032950074	92.8197647281114	150	192.795793889048	Simulation_12	Scenario_A_indep	122674
SignatureAnalyzer	8	0.875	0.875	0.875	0.00319244502142915	53.2785361818989	0.377171420756636	0.214093331479943	0.222520783447853	0.858540964126587	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_12	Scenario_A_indep	122674
map_TrueCovs200	8	1	1	1	0.00133966176771534	25.8868532685897	0.0132765303493978	0.0260834778646965	0.0650844305399327	11.1228824615479	730	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_12	Scenario_A_indep	122674
mcmc_TrueCovs200	8	1	1	1	0.00185879513019132	32.6048165312372	0.0155921718698513	0.0260622023716734	0.0650744229635759	19.5759290059408	NA	225.669948222813	341.897582540742	659.087941777564	1294.05887363646	1483.77372825217	79.1403812366148	108.11510708252	150	Simulation_12	Scenario_A_indep	122674
map_TrueCovs500	8	1	1	1	0.00134671259185972	25.9032774571343	0.0133738228809797	0.0440564916277506	0.0753601992615027	9.39643110434214	720	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_12	Scenario_A_indep	122674
mcmc_TrueCovs500	8	1	1	1	0.00188340272085572	33.3373235799506	0.0169328893168078	0.0440512762570246	0.0753622851235375	16.3699117859205	NA	237.512391668029	336.701864824219	647.603432218635	1280.18935161713	1465.94368715049	150	150	150	Simulation_12	Scenario_A_indep	122674
map_TrueCovs	8	1	1	1	0.00138639692033955	22.0981775680476	0.00929767359883623	0.00179564488111473	0.0508227838035575	2.51523454984029	200	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_A_indep	83611
CompNMFBase	8	1	1	1	0.00289043186880672	45.5944863556628	0.327997895860255	0.0579462034820682	0.0773891871266043	0.0175656119982402	6725	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_A_indep	83611
map_CopyOnly	8	1	1	1	0.00294813304331231	46.8184247762084	0.327997895860255	0.0571950713691442	0.0768055663596057	1.18950382868449	370	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_A_indep	83611
map_Full	8	1	1	1	0.00138713107057339	22.1339599918034	0.0113828543797814	0.00219444249096717	0.0508089575111999	2.72013049523036	210	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_A_indep	83611
mcmc_Full	8	1	1	1	0.00200161410629613	25.3753306191123	0.0134263445923521	0.00214713906751913	0.0507960900653118	16.9813701232274	NA	222.175028018486	390.809919167005	611.337858733266	1433.99195728351	1578.75500848646	150	150	150	Simulation_13	Scenario_A_indep	83611
SignatureAnalyzer	8	1	1	1	0.00281116626720184	49.566047062608	0.327997895860255	0.0579461667421455	0.077389134463477	0.59667683839798	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_A_indep	83611
map_TrueCovs200	8	1	1	1	0.00138424360270574	22.1540165541315	0.0115585231034316	0.00709405700499242	0.0512314819987472	2.15567054351171	210	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_A_indep	83611
mcmc_TrueCovs200	8	1	1	1	0.00199496931699259	25.4622977772627	0.0138000700406599	0.00709584514560477	0.0512223776938601	13.1202021400134	NA	225.498504459875	381.088084820689	614.058555509748	1393.83250110174	1483.97221596012	150	321.934848024617	150	Simulation_13	Scenario_A_indep	83611
map_TrueCovs500	8	1	1	1	0.00138719821993144	21.962228618349	0.0116006809895484	0.0120155311057132	0.0522688790474654	1.87750848929087	210	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_13	Scenario_A_indep	83611
mcmc_TrueCovs500	8	1	1	1	0.00202315180062477	25.3841324705623	0.0136714173444322	0.0120038998373048	0.0522585347237568	11.3104002753894	NA	218.157633208787	390.226647527157	616.429907985973	1563.45124880895	1547.28192091215	150	150	150	Simulation_13	Scenario_A_indep	83611
map_TrueCovs	8	1	1	1	0.00134611376765531	19.4496573147116	0.00648503819810006	0.00208778737710357	0.0518259126946146	4.65014927387238	430	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_A_indep	84395
CompNMFBase	8	1	1	1	0.0028669797844416	42.631571512689	0.31241027646902	0.0680261508045964	0.0853776401276082	0.00939153432846069	4200	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_A_indep	84395
map_CopyOnly	8	1	1	1	0.00299878383044055	43.0079738206148	0.31241027646902	0.0676521003055183	0.0850894719048211	2.27605451742808	600	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_A_indep	84395
map_Full	8	1	1	1	0.00134164483367527	19.4443027152645	0.0118459496750961	0.00248599633362581	0.0518096539805543	6.14011537631353	420	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_A_indep	84395
mcmc_Full	8	1	1	1	0.00198782381983261	24.0952793542255	0.013252785150768	0.00221778954608266	0.0518045661734256	16.9184570908546	NA	259.396555777104	372.573852209508	678.017435282764	1413.50765075839	1457.0206716702	150	150	150	Simulation_14	Scenario_A_indep	84395
SignatureAnalyzer	8	1	1	1	0.00250068881016803	41.9193573184643	0.31241027646902	0.0680260709282652	0.0853775883819255	0.465631973743439	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_A_indep	84395
map_TrueCovs200	8	1	1	1	0.00134213322661779	19.4607787362907	0.0116583845884842	0.00757593417729133	0.0522500433918353	4.3051340063413	420	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_A_indep	84395
mcmc_TrueCovs200	8	1	1	1	0.00197999880033719	23.8571891982833	0.012808039127323	0.00747189777535643	0.0522434842953858	13.1081575234731	NA	260.138887063256	372.316356771513	694.303732279107	1407.92009643966	1442.02117488793	150	171.559228184011	150	Simulation_14	Scenario_A_indep	84395
map_TrueCovs500	8	1	1	1	0.00135991061008417	19.5589365521012	0.0119719525395367	0.0126379040160526	0.0533046598894605	4.06985490322113	430	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_14	Scenario_A_indep	84395
mcmc_TrueCovs500	8	1	1	1	0.00199375949726077	24.1376016034786	0.0128132238929604	0.0125886189679954	0.0532994919817731	12.7580562869708	NA	245.921778267625	370.611745400589	688.879996851385	1465.38593574997	1500	150	150	112.625266367441	Simulation_14	Scenario_A_indep	84395
map_TrueCovs	8	1	1	1	0.00113600943414575	18.8451211159699	0.00860920211804899	0.0027586008083104	0.0591601425060978	3.39474564393361	240	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_A_indep	111542
CompNMFBase	8	1	1	1	0.00280155037231383	44.6500749585679	0.381645874057614	0.141585926531639	0.153159724526835	0.0124352812767029	4613	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_A_indep	111542
map_CopyOnly	8	1	1	1	0.00281987628898172	44.5255147522032	0.381645874057614	0.14117918706197	0.152789832837246	2.64667514959971	630	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_A_indep	111542
map_Full	8	1	1	1	0.00114117150150869	18.8437856507502	0.0129749371573631	0.00330674372708837	0.059128583378259	3.84444166819255	240	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_A_indep	111542
mcmc_Full	8	1	1	1	0.0015139925731421	22.2706509199153	0.0138783778670107	0.00293591145187141	0.0591128051436631	21.509477798144	NA	263.144518012955	444.910696727676	669.592407445202	1379.87924007239	1474.59944332602	399.3643036555	150	495.182753251334	Simulation_15	Scenario_A_indep	111542
SignatureAnalyzer	8	1	1	1	0.00259533739956898	44.180108886561	0.381645874057614	0.141585911972527	0.153159704295783	0.61063814163208	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_A_indep	111542
map_TrueCovs200	8	1	1	1	0.00114954128052518	18.836773496841	0.0131925481983021	0.0166201857848588	0.0613501145955463	3.20548479159673	240	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_A_indep	111542
mcmc_TrueCovs200	8	1	1	1	0.00152147413315432	22.0439440847779	0.0143965516701634	0.0165367580578757	0.0613304256103965	16.1759039441744	NA	267.810326650955	442.492062257919	665.735307071389	1402.03711770832	1500	150	150	150	Simulation_15	Scenario_A_indep	111542
map_TrueCovs500	8	1	1	1	0.0011595131010836	18.9048514829581	0.0133676235554311	0.0300575796411724	0.0669581065224962	3.33482615947723	250	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_15	Scenario_A_indep	111542
mcmc_TrueCovs500	8	1	1	1	0.00152250224870713	21.9846974691652	0.0145004100371841	0.030016457901169	0.0669415228007677	15.2578124324481	NA	263.032631280002	445.743910688432	658.844067708162	1451.99880151603	1463.58274884483	150	150	150	Simulation_15	Scenario_A_indep	111542
map_TrueCovs	8	1	1	1	0.00154070902995031	23.2435348588376	0.00848337466078512	0.00277081566864222	0.0598964759665643	6.01625976959864	380	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_A_indep	113771
CompNMFBase	8	1	1	1	0.0028846947425232	49.1527439587282	0.364244426602703	0.151766534429571	0.163157391908932	0.0275606314341227	10776	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_A_indep	113771
map_CopyOnly	8	1	1	1	0.00292996460180509	58.9580850134826	0.364244426602703	0.151649927847544	0.163068065171695	3.83039619127909	800	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_A_indep	113771
map_Full	8	1	1	1	0.00153386560355885	23.2543394209126	0.0111240637664032	0.0040372335849955	0.0598494786168506	6.37203104496002	390	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_A_indep	113771
mcmc_Full	8	1	1	1	0.00197050096441261	26.7674459224152	0.0120975982614726	0.00379896017254952	0.0598300596303184	20.0869870225588	NA	268.631475342357	417.735514760271	677.952733665066	1416.45811481319	1443.95822453983	150	150	150	Simulation_16	Scenario_A_indep	113771
SignatureAnalyzer	8	1	1	1	0.00279384801555696	59.8826414416334	0.364244426602703	0.151766520175333	0.163157373426033	0.722339995702108	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_A_indep	113771
map_TrueCovs200	8	1	1	1	0.0015378301792205	23.2423771999246	0.0111998354759161	0.0198390782571442	0.0635190374384945	4.81200467745463	390	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_A_indep	113771
mcmc_TrueCovs200	8	1	1	1	0.0020214905827355	26.6399003178854	0.0121404897100151	0.0197898805018146	0.0635025177859905	17.3195023735364	NA	264.50535624172	418.421258067276	680.616328335377	1343.13313147534	1496.17283853613	150	109.395893408223	150	Simulation_16	Scenario_A_indep	113771
map_TrueCovs500	8	1	1	1	0.00154139617119903	23.2051424655226	0.0112269878688688	0.0355934873756479	0.0697926895692944	4.5214203397433	380	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_16	Scenario_A_indep	113771
mcmc_TrueCovs500	8	1	1	1	0.00204703061116511	26.7017730450032	0.0119009893991256	0.0355722747463379	0.0697774451882329	15.2110850453377	NA	260.489168740381	416.631355641622	663.03614750732	1452.2643890829	1435.84686597472	96.978068563006	103.399725637668	150	Simulation_16	Scenario_A_indep	113771
map_TrueCovs	8	1	1	1	0.00137480877616458	19.3344921431907	0.00899696497523271	0.00300889667520618	0.0554838540443886	2.153591020902	170	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_A_indep	96163
CompNMFBase	8	1	1	1	0.00354461650705541	43.2988935221043	0.363403528514866	0.106168726568372	0.118487947528279	0.00966556072235107	3733	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_A_indep	96163
map_CopyOnly	9	1	0.888888888888889	0.941176470588235	0.0106583291984562	168.853949296822	0.34262013242664	0.105146799236247	0.117557314395673	1.60811096827189	410	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_A_indep	96163
map_Full	8	1	1	1	0.00137515789930677	19.314893226241	0.0137506904903746	0.00346397276606787	0.0554859576320673	2.58239674568176	170	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_A_indep	96163
mcmc_Full	8	1	1	1	0.001845972839275	22.6268003006744	0.0147216079616063	0.00304291533489072	0.0554866017422812	17.9723703781764	NA	263.043569969062	418.151525745675	670.518068002286	1491.72081382048	1400.26855413764	150	150	150	Simulation_17	Scenario_A_indep	96163
SignatureAnalyzer	8	1	1	1	0.00306389587513324	41.7151696822022	0.363403528514866	0.106168692259053	0.118487918390237	1.00862531264623	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_A_indep	96163
map_TrueCovs200	8	1	1	1	0.00137842569931261	19.2317914426856	0.0141038892029199	0.0111023324508808	0.0566393601680097	1.74285398324331	170	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_A_indep	96163
mcmc_TrueCovs200	8	1	1	1	0.00184232440473187	22.488426552074	0.0149445130902315	0.0109685692391998	0.0566405732019642	13.5601102948189	NA	271.014648013852	420.937983843498	673.95044246513	1439.22498450227	1473.7947755294	150	150	211.589275956484	Simulation_17	Scenario_A_indep	96163
map_TrueCovs500	8	1	1	1	0.00136734884824692	19.239638947765	0.0142537332425346	0.0192224410743519	0.0585986374239875	1.82524380286535	180	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_17	Scenario_A_indep	96163
mcmc_TrueCovs500	8	1	1	1	0.00185239318623352	22.5134511351369	0.0149988633404346	0.0191461091377587	0.05859980976804	12.7911750078201	NA	245.668102541162	419.385811015439	675.364551697847	1462.0759032958	1441.83735054767	150	150	150	Simulation_17	Scenario_A_indep	96163
map_TrueCovs	8	1	1	1	0.0014765414958337	19.2267481183853	0.0104323218514709	0.00195902871041004	0.0528043905762035	2.65621721744537	230	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_A_indep	88218
CompNMFBase	8	1	1	1	0.00360985561271015	44.8088034687066	0.305831527105884	0.0481570880982901	0.071009451603575	0.00687655210494995	2401	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_A_indep	88218
map_CopyOnly	9	1	0.888888888888889	0.941176470588235	0.0146857957572076	386.103550830049	0.288340728956278	0.0472643755504144	0.0704874914891006	5.16668196519216	1810	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_A_indep	88218
map_Full	8	1	1	1	0.0014699707799549	19.222154154993	0.0135811508518449	0.00222531912698737	0.0527919134277835	3.22499649524689	240	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_A_indep	88218
mcmc_Full	8	1	1	1	0.00216461433368642	24.461486971772	0.0142439383948823	0.00206016493743683	0.0527902267638477	17.0207547148069	NA	219.413082206662	369.838768834049	575.003082776252	1482.52127294621	1612.70537705561	395.601510443667	251.536284172138	283.761784239164	Simulation_18	Scenario_A_indep	88218
SignatureAnalyzer	8	1	1	1	0.00332876613815911	45.6084349075426	0.305831527105884	0.0481570260887911	0.0710093958963919	0.300947260856628	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_A_indep	88218
map_TrueCovs200	8	1	1	1	0.00147391550972721	19.1641285690194	0.013554705174642	0.00558623121325963	0.0530199864938003	2.39820900360743	230	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_A_indep	88218
mcmc_TrueCovs200	8	1	1	1	0.00218492863258547	24.3195820314105	0.0139384503958201	0.00550325826746362	0.0530184474840368	14.1860550483068	NA	210.492393415425	369.632413841147	560.984270802578	1384.91484008709	1481.22252186087	112.16813823883	104.369885614007	150	Simulation_18	Scenario_A_indep	88218
map_TrueCovs500	8	1	1	1	0.00149994213309887	19.2090493554798	0.0139607682713957	0.00945594452835458	0.053648443422167	2.20286957422892	230	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_18	Scenario_A_indep	88218
mcmc_TrueCovs500	8	1	1	1	0.00217180171575943	24.3377172213016	0.0145200096151462	0.00940534366224152	0.0536454112251123	13.2607322573662	NA	208.769472246449	366.524705258642	561.529107501288	1421.69731471667	1451.11447939753	150	150	133.717284536736	Simulation_18	Scenario_A_indep	88218
map_TrueCovs	8	1	1	1	0.00118390565222577	22.6369244923996	0.00698043355907005	0.00415083838347407	0.0616609056821449	8.68561866680781	540	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_A_indep	121527
CompNMFBase	8	1	1	1	0.00238891117124797	50.1593509921469	0.406815426082345	0.162833941884261	0.177876373916721	0.0210122545560201	7189	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_A_indep	121527
map_CopyOnly	8	1	1	1	0.00241160867176189	51.0569607696342	0.406815426082345	0.163902324504293	0.17887332049009	4.25382283528646	920	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_A_indep	121527
map_Full	8	1	1	1	0.00118693634412977	22.6026291277941	0.0118416897815861	0.00489947009383116	0.0616107268567266	6.79732820987701	370	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_A_indep	121527
mcmc_Full	8	1	1	1	0.00177339761762787	26.282369761798	0.0120787809490089	0.00551958593989944	0.0615793062579276	21.2023211638133	NA	256.942982831912	454.844299268788	738.421066449601	1362.99610984853	1500	193.944377086908	209.283579219447	150	Simulation_19	Scenario_A_indep	121527
SignatureAnalyzer	8	1	1	1	0.00230875888839793	53.5586300312486	0.406815426082345	0.16283394438736	0.177876362542889	0.67076145807902	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_A_indep	121527
map_TrueCovs200	8	1	1	1	0.00118573694474931	22.51037043876	0.0117993578787267	0.0214035798761998	0.0649032864019165	4.55460007190704	360	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_A_indep	121527
mcmc_TrueCovs200	8	1	1	1	0.0017744121315112	25.9931883406458	0.0119059307200565	0.0215274407717681	0.064873076413331	18.2691404938698	NA	268.859757046544	452.029198277241	750.012317641115	1467.26824415492	1531.52989931099	150	150	150	Simulation_19	Scenario_A_indep	121527
map_TrueCovs500	8	1	1	1	0.00117503913321538	22.5239908299433	0.0121623292024646	0.0338313672875867	0.069873320469435	4.3070142587026	330	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_19	Scenario_A_indep	121527
mcmc_TrueCovs500	8	1	1	1	0.00175064812462801	25.9482544886985	0.0124533401574263	0.0339130174125839	0.069839627882699	16.5151334603628	NA	271.254016839233	455.59706788284	749.829417553214	1500	1486.29116772404	150	150	185.402758694992	Simulation_19	Scenario_A_indep	121527
map_TrueCovs	8	1	1	1	0.0019712048643743	25.2933255694725	0.0104627309687662	0.00314545973187232	0.0525661450848592	3.05744924147924	260	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_A_indep	87211
CompNMFBase	9	1	1	1	0.0153220585923371	175.134876551507	0.371002798918302	0.101361952039123	0.113171409307171	0.0311965823173523	16607	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_A_indep	87211
map_CopyOnly	8	1	1	1	0.00356262818330996	46.3184353662251	0.393507892431481	0.101605016434236	0.113420753006399	2.22643921375275	570	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_A_indep	87211
map_Full	8	1	1	1	0.00197613881893887	25.3647200680333	0.0138830987824547	0.00351942125685677	0.0525294671391193	3.96953925689061	280	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_A_indep	87211
mcmc_Full	8	1	1	1	0.00323289595321375	34.4820893610627	0.0146183124289577	0.002982918053387	0.0525176202624735	16.7078871448835	NA	220.528012903667	372.600316743898	606.586314389803	1515.59910703114	1415.60659667499	150	91.0254214176704	150	Simulation_20	Scenario_A_indep	87211
SignatureAnalyzer	8	1	1	1	0.00290359331510884	48.0381958316447	0.393507892431481	0.101360379148741	0.113170573297128	0.86786257425944	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_A_indep	87211
map_TrueCovs200	8	1	1	1	0.00195616425220792	25.303573949253	0.0138787904712217	0.011109534060905	0.053834007280244	2.87794607877731	270	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_A_indep	87211
mcmc_TrueCovs200	8	1	1	1	0.00323447816807217	32.749324517608	0.0146467990703031	0.0109419013007227	0.0538265972958295	12.0928037722905	NA	224.301401528646	368.182565193379	622.324801248713	1432.41009865533	1470.0536374237	150	150	150	Simulation_20	Scenario_A_indep	87211
map_TrueCovs500	8	1	1	1	0.00193606171329264	25.0757941608921	0.0143415262077959	0.0198366091364286	0.0565015953017252	2.51207409699758	280	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_20	Scenario_A_indep	87211
mcmc_TrueCovs500	8	1	1	1	0.00320968903211537	33.8653874318892	0.0153579843893893	0.0197587449644175	0.0564957724748354	11.1715812007586	NA	216.589996489679	372.01178295278	618.043987183861	1426.30056500363	1427.22957787786	150	150	150	Simulation_20	Scenario_A_indep	87211
map_TrueCovs	8	1	1	1	0.0013711565041489	21.9207282732999	0.0158111896397485	0.00197299819437573	0.0552325678037721	4.26021285454432	310	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_01	Scenario_B_corr	98572
CompNMFBase	8	1	1	1	0.00311824308718871	42.3322683165487	0.371524694393725	0.0924881709089862	0.108147146280342	0.0149234612782796	4246	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_01	Scenario_B_corr	98572
map_CopyOnly	8	1	1	1	0.00304021199180073	42.7222245935913	0.371524694393725	0.0915330055025154	0.107357645870847	3.1495700041453	640	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_01	Scenario_B_corr	98572
map_Full	8	1	1	1	0.00137036946792985	21.937637709144	0.0577784516158587	0.00282002903538455	0.0552373616348507	4.20262387990952	250	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_01	Scenario_B_corr	98572
mcmc_Full	8	1	1	1	0.00247889483082209	29.4261524510905	0.0571162460676941	0.00284050718905262	0.0552315699516535	21.3998623092969	NA	216.317315538899	378.324352307214	599.921705159049	1448.34758017013	1394.92715370861	150	150	150	Simulation_01	Scenario_B_corr	98572
SignatureAnalyzer	8	1	1	1	0.00269607579856432	39.3394144141273	0.371524694393725	0.0924881652563013	0.108147116001666	0.642299556732178	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_01	Scenario_B_corr	98572
map_TrueCovs200	8	1	1	1	0.00137542011985594	22.0691208960213	0.0587843312912303	0.0110297661783466	0.0561462516098982	3.37217778762182	240	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_01	Scenario_B_corr	98572
mcmc_TrueCovs200	8	1	1	1	0.00243135645443571	29.3578056485286	0.0588860635506117	0.01103749796377	0.0561390161190757	17.1137620647748	NA	223.877835100694	376.22780539551	592.586756160532	1368.08912693663	1299.92858691311	150	150	150	Simulation_01	Scenario_B_corr	98572
map_TrueCovs500	8	1	1	1	0.00138658714108749	22.1862127008934	0.059801484554291	0.0186484946756897	0.058441743774783	2.68803296486537	250	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_01	Scenario_B_corr	98572
mcmc_TrueCovs500	8	1	1	1	0.00249797429877215	29.7025699930248	0.0595491498715498	0.0186479495508882	0.0584383942487705	13.406774799029	NA	216.162947883401	369.108659955504	593.6769156457	1380.79321648329	1242.87549604777	174.032276232417	147.698397965649	200.702631566286	Simulation_01	Scenario_B_corr	98572
map_TrueCovs	8	1	1	1	0.00132243059286705	19.7531763534497	0.00976822282148063	0.00314314060634646	0.0541556351119885	8.4807137688001	530	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_02	Scenario_B_corr	94751
CompNMFBase	8	1	1	1	0.00348513884637266	37.8337113883617	0.331106044250927	0.143499908914618	0.153400326666628	0.0112993319829305	3889	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_02	Scenario_B_corr	94751
map_CopyOnly	9	1	1	1	0.0178097217242945	179.847857366772	0.312169772242245	0.142852029134876	0.152787197345438	5.12022182146708	950	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_02	Scenario_B_corr	94751
map_Full	8	1	1	1	0.00132656755922771	19.9013779610946	0.0762259050667943	0.00390902419336448	0.0542719221790517	7.82995267311732	500	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_02	Scenario_B_corr	94751
mcmc_Full	8	1	1	1	0.00215370391713676	20.4255641598826	0.0750362258250263	0.00368139680000624	0.0542115818631896	19.4785718838374	NA	234.446596336771	401.608932166662	630.955244193602	1521.2106559195	1406.80174514628	150	150	150	Simulation_02	Scenario_B_corr	94751
SignatureAnalyzer	8	1	1	1	0.00325673642067764	91.0653772869049	0.331106044250927	0.143499879434326	0.153400301627525	0.515732757250468	NA	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_02	Scenario_B_corr	94751
map_TrueCovs200	8	1	1	1	0.00133160067463236	19.8577061039088	0.0769696037811324	0.015172937743969	0.0565942066441023	6.45828377008438	510	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_02	Scenario_B_corr	94751
mcmc_TrueCovs200	8	1	1	1	0.00216221598144444	20.6009971484622	0.0753634311331955	0.0151306496540199	0.0565415134275346	15.700531343619	NA	225.379977481962	401.804120935915	629.407260286871	1424.96639788829	1350.59580983154	150	150	150	Simulation_02	Scenario_B_corr	94751
map_TrueCovs500	8	1	1	1	0.00135824891972886	19.95300017304	0.0772749327850624	0.029656865349178	0.0617745757554746	4.35892435312271	490	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_02	Scenario_B_corr	94751
mcmc_TrueCovs500	8	1	1	1	0.00216073308800785	20.7603277410177	0.0758712679514152	0.0296653590818097	0.0617434688012758	11.2353285272916	NA	235.814266872937	401.279578878594	623.168366645548	1423.83936407191	1488.34219220435	150	150	150	Simulation_02	Scenario_B_corr	94751
map_TrueCovs	8	1	1	1	0.00130987063005822	18.1733886566	0.00876414630742809	0.00227180533502995	0.0563753462104421	6.22163089513779	350	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_03	Scenario_B_corr	101590
CompNMFBase	8	1	1	1	0.00448706342804689	56.942956639541	0.38912721354825	0.17011160532962	0.181779512917406	0.00380912621815999	5142	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_03	Scenario_B_corr	101590
map_CopyOnly	8	1	1	1	0.0045148632925611	56.207600662485	0.38912721354825	0.170043532928563	0.181751310025653	1.95797899166743	410	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_03	Scenario_B_corr	101590
map_Full	8	1	1	1	0.00130986439237262	18.1944097418028	0.117998833992182	0.00300744409728145	0.0563369609952564	6.67920510371526	360	NA	NA	NA	NA	NA	NA	NA	NA	Simulation_03	Scenario_B_corr	101590
mcmc_Full	8	1	1	1	0.00237922456218706	22.7723063391614	0.11776288697023	0.0036305278549459	0.0563024874082377	21.008095395565	NA	290.497587929695	446.292988907621	744.230659347016	1373.31072944599	1413.84700959406	116.74682822779	113.279715656286	104.959421526125	Simulation_03	Scenario_B_corr	101590
